id,INDICIO,TIPO DE INDICIO,COLOR,MARCA,TALLA,OBSERVACIONES,LINK FOTO
1093,13U,CALZADO,BLANCO-ROJO,TECATE,S/I,SANDALÍAS,https://drive.google.com/open?id=1VcaxDhunGhbRjLYFWnHanQnXHEVcoFdv&usp=drive_copy
1094,14U,CALZADO,NEGRO,S/I,S/I,BOTA,https://drive.google.com/open?id=1KsQlTnEslzM4lmxmJsMbC2KBmbxtVbEp&usp=drive_copy
1095,15U,CALZADO,NEGRO,S/I,S/I,BOTA,https://drive.google.com/open?id=1Mspa-UJI7f1-59fA4rXBfGhHEjdXvpRy&usp=drive_copy
1096,16U,CALZADO,NEGRO,CHARLY,S/I,SUELA BLANCA,https://drive.google.com/open?id=1jr9aOKdTSW1neyRkvzZMPv7pIhVra_Zk&usp=drive_copy
1097,17U,CALZADO,NEGRO,SPORT,S/I,SANDALÍAS,https://drive.google.com/open?id=1Sai4KWN95zgR6Y7ajMJRdoBwJ_Iork7G&usp=drive_copy
1098,18U,CALZADO,NEGRO,ADIDAS,S/I,CINTAS NEGRAS,https://drive.google.com/open?id=1xgQv2fhQjetAYeIti5SVwjOb-3KZfGa7&usp=drive_copy
1099,19U,CALZADO,AZUL-AMARILLO,S/I,S/I,SANDALÍAS,https://drive.google.com/open?id=1mF9g0w2F1Ome5DllTYfQxMPywcWNux33&usp=drive_copy
1100,20U,CALZADO,NEGRO,S/I,S/I,SANDALÍAS,https://drive.google.com/open?id=17SVvvb8Oq3hJ-aRndYtMUO-6KUD_yCuv&usp=drive_copy
1101,21U,CALZADO,NEGRO,SPORT,S/I,SANDALÍAS,https://drive.google.com/open?id=1cQsbkqqEqMz7kUM8tYNt0aEOK0drZFeu&usp=drive_copy
1102,22U,CALZADO,CAFÉ,LEE,S/I,BOTA,https://drive.google.com/open?id=12gVtw3pwx1QUls4TnHhQWt9flOADbWrc&usp=drive_copy
1103,23U,CALZADO,NEGRO,S/I,S/I,BOTA,https://drive.google.com/open?id=1DbXzlyLRXiUFWELqvKyCeE-aHf3aHM4R&usp=drive_copy
1104,24U,CALZADO,NEGRO,LICA,S/I,CINTAS NEGRAS,https://drive.google.com/open?id=14Ic_qfgRtZp-vkAjaoDb_TKYZaxkFb-_&usp=drive_copy
1105,25U,CALZADO,NEGRO,CHARLY,S/I,CINTAS NEGRAS,https://drive.google.com/open?id=1dzaR5EPGCKhnxJTa6sgAYZxCN0VscN0F&usp=drive_copy
1106,26U,CALZADO,NEGRO,TACTICAL,S/I,BOTA,https://drive.google.com/open?id=1Y_O78bgWmgvSq3zgpbcppkAB-snFkqB3&usp=drive_copy
1107,27U,CALZADO,NEGRO,S/I,S/I,BOTA,https://drive.google.com/open?id=1F_IcLGeb-CsLEuYdkBvOvFmSDhD9XaVE&usp=drive_copy
1108,28U,CALZADO,NEGRO,TACTICAL,S/I,BOTA,https://drive.google.com/open?id=1ZTX7MqzF2zbbygy0q9kw8LAmgMacVVFN&usp=drive_copy
1109,29U,CALZADO,GRIS,PUMA,S/I,CINTAS GRISES,https://drive.google.com/open?id=10kF1o2SX8I6yTIi2AGIM31Zl5C9sCbz-&usp=drive_copy
1110,30U,CALZADO,NEGRO,S/I,S/I,BOTA,https://drive.google.com/open?id=1n3OwIVqCj0sbZbqjGazxjmgo-3o0lJEs&usp=drive_copy
1111,31U,CALZADO,NEGRO,S/I,S/I,BOTA,https://drive.google.com/open?id=1CK0MGyU7uYjMF-l2WzgiJ5Y4AF9SdXU_&usp=drive_copy
1112,32U,CALZADO,NEGRO,S/I,S/I,BOTA,https://drive.google.com/open?id=1VB14dWCG0w-YMC3MZDMcuLdzgdMCtYMQ&usp=drive_copy
1113,33U,CALZADO,NEGRO,S/I,S/I,BOTA,https://drive.google.com/open?id=1KhGwQT7TVb8YxuGNkDSb3CJhPJlTrhdW&usp=drive_copy
1114,34U,CALZADO,NEGRO,S/I,S/I,BOTA,https://drive.google.com/open?id=1_HHbtmwsdurBTZjJC1UrBFW_WJLpvLV9&usp=drive_copy
1115,35U,CALZADO,NEGRO,TACTICAL,S/I,BOTA,https://drive.google.com/open?id=1br9vhdLp1C0mubbZaptR-AWuLhG29GV5&usp=drive_copy
1116,36U,CALZADO,NEGRO,S/I,S/I,BOTA,https://drive.google.com/open?id=1RXi4jQsx2i0jD-i_-CfE3LxQcNjVAK1I&usp=drive_copy
1117,37U,CALZADO,NEGRO,S/I,S/I,BOTA,https://drive.google.com/open?id=1NZYRrNpXvcjDg5hG51fTrBrz19T3MT1-&usp=drive_copy
1118,38U,CALZADO,NEGRO,S/I,S/I,BOTA,https://drive.google.com/open?id=1_wuzcHtS9JMg1NR35Mz30WRAyqZhuX1I&usp=drive_copy
1119,39U,CALZADO,VERDE,S/I,S/I,SANDALÍAS,https://drive.google.com/open?id=1kQ7CcryokLME2ozvt5SI1H60Dmuhrb0E&usp=drive_copy
1120,40U,CALZADO,CAFÉ,S/I,S/I,BOTA,https://drive.google.com/open?id=1bL7sva8AE_c8J5-xQC-Qsojvz3XdiUMD&usp=drive_copy
1121,41B,CALZADO,NEGRO,S/I,S/I,BOTA,https://drive.google.com/open?id=1idZ-Lyv74td-sL4jHAx85MyN3ThRDu95&usp=drive_copy
1122,42B,CALZADO,NEGRO,S/I,S/I,BOTA,https://drive.google.com/open?id=173uiNqurxkUqfEhz8YIrDEpl-eWubkCR&usp=drive_copy
1123,43U,CALZADO,BLANCO-VERDE,S/I,S/I,CINTAS BLANCAS,https://drive.google.com/open?id=1FrXB4tESkVFmbXoDSmAZkcbb65Qj-dsp&usp=drive_copy
1124,44U,CALZADO,BLANCO-ROJO,S/I,S/I,CINTAS BLANCAS,https://drive.google.com/open?id=1NaPSUPNXfnvAZ-1mFqqSh3vypotpFd4p&usp=drive_copy
1125,45U,CALZADO,NEGRO,S/I,S/I,CINTAS BLANCAS,https://drive.google.com/open?id=1-i3lomoKXWeo3uYVcWUJ6MOu0Em3PWfW&usp=drive_copy
1126,46U,CALZADO,NEGRO,S/I,S/I,BOTA,https://drive.google.com/open?id=1XayhhMvLClvHw7i0XoIQIBaGtYalWMxR&usp=drive_copy
1127,47U,CALZADO,NEGRO,S/I,S/I,BOTA,https://drive.google.com/open?id=1zROsuEZV4nlsDkQ0NjSyoUE5UZekITrs&usp=drive_copy
1128,1W,PANTALÓN,NEGRO,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=18ZDGvNYZisfW181xT5kvKYXpNYUf-D9t&usp=drive_copy
1129,2W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1-gCPuGvMS5BZCVwqvDbqAJIZTrkUCXPJ&usp=drive_copy
1130,3W,PANTALÓN,AZUL,SIDE FASHION,S/I,MEZCLILLA,https://drive.google.com/open?id=1SYZ44Q_qoVr24hO_2Z5q7NR0BYaMz8bX&usp=drive_copy
1131,4W,PANTALÓN,AZUL,S/I,S/I,GABARDINA,https://drive.google.com/open?id=1m69bb9bKbyU-nzVRzcfG9hh1gz_KMz-_&usp=drive_copy
1132,5W,PANTALÓN,CAFÉ,S/I,S/I,GABARDINA,https://drive.google.com/open?id=154GkgVqH4lIJHJ9sEqeUJ3vFkKDglQKl&usp=drive_copy
1133,6W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=13fS9Y5_QUgDBA2xvkCCOvQ4wkMCLlmL9&usp=drive_copy
1134,7W,PANTALÓN,NEGRO,S/I,S/I,PANS,https://drive.google.com/open?id=1KZlAV1nRLrh5uXdYui8JYw_z2FtoAWRC&usp=drive_copy
1135,8W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1Cu6pbDymOU59de0DF9BvVnH-XphrAa11&usp=drive_copy
1136,9W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1T6cpMM5cbUVYqtT0NnSWgys-lXE9E63V&usp=drive_copy
1137,10W,PANTALÓN,NEGRO,CUIDADO CON EL PERRO,S/I,MEZCLILLA,https://drive.google.com/open?id=1d_Yx8RNU_9noATLk7g-fHKW8wwhd-jMe&usp=drive_copy
1138,11W,PANTALÓN,NEGRO,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=137Fu87MlQbNc9KuVHOOjOZjiXFsGVhcJ&usp=drive_copy
1139,12W,PANTALÓN,NEGRO,ALTO MANDO ,32,MEZCLILLA,https://drive.google.com/open?id=1bHevZEjPk9aEtEmvOjGIxBjYYBH9wNze&usp=drive_copy
1140,13W,PANTALÓN,NEGRO,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1qaWLoHGSJaCpWOZE8i1cqao02Npp6WFk&usp=drive_copy
1141,14W,PANTALÓN,AZUL,HOLLISTER,S/I,MEZCLILLA,https://drive.google.com/open?id=1M_ikO0PeqKwIobhdqeQkI7Rv3uhtVBq7&usp=drive_copy
1142,15W,PANTALÓN,NEGRO,CUIDADO CON EL PERRO,S/I,MEZCLILLA,https://drive.google.com/open?id=1JuKHQL4Pt7PB2jsr3gZ0Zuazal33xQQ6&usp=drive_copy
1143,16W,PANTALÓN,GRIS,UNDER ARMOUR,S/I,PANS,https://drive.google.com/open?id=1NhXn0AS2Gs5niN9_D9x1ynvdlJJTzyEb&usp=drive_copy
1144,17W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1IrsVk0OVosvfQFcjrcxJ1gvYC4WBAMFs&usp=drive_copy
1145,18W,PANTALÓN,NEGRO,ALTO MANDO ,S/I,MEZCLILLA,https://drive.google.com/open?id=1QkklKvcjtLLpbn0bKb2k39m0m-kkAPca&usp=drive_copy
1146,19W,PANTALÓN,NEGRO,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1L-3MwGdo_PTVBVJem-DnJK9i3wQ3esvj&usp=drive_copy
1147,20W,PANTALÓN,NEGRO,ALTO MANDO ,32,MEZCLILLA,https://drive.google.com/open?id=1bbBrpeHP_a3ZwUJp3-3tuXdy4q5z7uoT&usp=drive_copy
1148,21W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1enlTnf80j8zsvsBMGeKLQPyVKvHHZN1H&usp=drive_copy
1149,22W,PANTALÓN,AZUL,S/I,S/I,GABARDINA,https://drive.google.com/open?id=1tVtXD-LJVXKWjtd_cexbgKFkOCaW8MnD&usp=drive_copy
1150,23/W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1NRG0V-lTxzI9iVNMjsgLHzwfbC8_ixAP&usp=drive_copy
1151,24W,PANTALÓN,AZUL,PULL&BEAR,S/I,MEZCLILLA,https://drive.google.com/open?id=1YNGSI7llcUoPlajFtcIl2TMJyWrMqJJV&usp=drive_copy
1152,25W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1Bi0CgjUmN-QTZAXzzqQt2argW7EKEPr5&usp=drive_copy
1153,26W,PANTALÓN,NEGRO,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1-t8V43aj_ZT9SnCbrPsBV9PPdlKEBSnn&usp=drive_copy
1154,27W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1pCKstg3MAhLY8GxXG4RQLuJILf-gMptY&usp=drive_copy
1155,28W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=179GNHvvkP0yljYb6CQYTLARx_aPdTfCY&usp=drive_copy
1156,29W,PANTALÓN,AZUL,LEVIS,S/I,MEZCLILLA,https://drive.google.com/open?id=1uBGYsYKbvvVjR2VrNC3sFg-3pw-gdMBq&usp=drive_copy
1157,30W,PANTALÓN,NEGRO,CUIDADO CON EL PERRO,S/I,MEZCLILLA,https://drive.google.com/open?id=1z1QWYxQeBwyOdXRTk_3-QdHMMbav2LRK&usp=drive_copy
1158,31W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1BUcXve_NEZ8gT8PzFK7dSNTsvPzHhRdS&usp=drive_copy
1159,32W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1FrGWyXA_lrygbeGDqXQcJRHl8cIkh_LE&usp=drive_copy
1160,33W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=154BO_q4SPkTS0O6cgpaOWMVRcj7TU_FG&usp=drive_copy
1161,34W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1pIUdiOy_ae6Mbz6H3pRKgz3kCwVWXjHk&usp=drive_copy
1162,35W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1yHRR8jVzdKD_31a-UqmDIn9ZnFmrJPt2&usp=drive_copy
1163,36W,PANTALÓN,AZUL,S/I,S/I,GABARDINA,https://drive.google.com/open?id=1T5pnwyv31sJy8t0apRHf4qkzEDvZH56s&usp=drive_copy
1164,37W,PANTALÓN,GRIS,S/I,S/I,GABARDINA,https://drive.google.com/open?id=1qQqOhodRZ_JB-WvoFeZAL65eKpsHMQJM&usp=drive_copy
1165,38W,PANTALÓN,AZUL,S/I,S/I,GABARDINA,https://drive.google.com/open?id=1W4_qY089-aOqRB5PLl23WbjKV1-SHiXn&usp=drive_copy
1166,39W,PANTALÓN,NEGRO,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1dbIE-uvspK0ZPOUcbskmX00zG6WzCjqc&usp=drive_copy
1167,40W,PANTALÓN,AZUL,LEE,S/I,MEZCLILLA,https://drive.google.com/open?id=1ERECJ7MDxX5mVFow0GOJ-Frb0guGrglP&usp=drive_copy
1168,41W,PANTALÓN,NEGRO,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1h0lUAShSp2AXxRH2tsK3WbE1ZmdKGkkl&usp=drive_copy
1169,42W,PANTALÓN,NEGRO,S/I,S/I,GABARDINA,https://drive.google.com/open?id=1RFBEW34QIaJQrLllUBtJtvdOqe1irKNf&usp=drive_copy
1170,43W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1_-GUHbkcIeRtgWxzwHxLwtl5B8YWTNoT&usp=drive_copy
1171,44W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1MQZKAAvNaKK3cnAE274wcRdyUNxkc8IV&usp=drive_copy
1172,45W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1pNoM6E-jiXB794cMbWXBUrQ1D8Ej6OTw&usp=drive_copy
1173,46W,PANTALÓN,NEGRO,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1AbXNRGZfIbs3ZM7Ss7jutUt83ChlKq_D&usp=drive_copy
1174,47W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1jWZj_0FSFHKfMFN0AsM4lf6_6FWCXsPZ&usp=drive_copy
1175,48W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1P1N7eIxU_N6dTJHf60qP7JqaeBJKQooW&usp=drive_copy
1176,49W,PANTALÓN,NEGRO,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1douV-1uMQoDAwqKh9di8yPaNwWj-xG21&usp=drive_copy
1177,50W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1ev7j8EUgpr-18rzOzx3YbWBabqFi4yHU&usp=drive_copy
1178,51W,PANTALÓN,AZUL,AMERICAN EAGLE,S/I,MEZCLILLA,https://drive.google.com/open?id=1Kk_0sQ5PNct2H8Akybz0QgK2oIRwb0t3&usp=drive_copy
1179,52W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=16IrVxSXk1CuUXQosbu1gpqmfqM7l9zhB&usp=drive_copy
1180,53W,PANTALÓN,NEGRO,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1Sr_UVUNeNI4TJTNWmbJ_ieRHD8qlF_px&usp=drive_copy
1181,54W,PANTALÓN,NEGRO,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1WztGSpPqu7bfoq6Azc323SQIh7KrNe9Y&usp=drive_copy
1182,55W,PANTALÓN,NEGRO,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=10HzlSyzN7HTCwNG9v19Jh9kZZIeuf3TM&usp=drive_copy
1183,56W,PANTALÓN,NEGRO,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1Ezlrei0DniRiXoojG4BVf8l1JcvdJUV5&usp=drive_copy
1184,57W,PANTALÓN,NEGRO,CUIDADO CON EL PERRO,S/I,MEZCLILLA,https://drive.google.com/open?id=16vF5Y097OYs7orb0zkIVgsKqJQWifNUB&usp=drive_copy
1185,58W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1Sq1VENz7IeqK6YDOkBrqKzlbsOv9_q0L&usp=drive_copy
1186,59W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=18_cBYYgHGx41KLEXCd5_gr7OGLcthw5d&usp=drive_copy
1187,60W,PANTALÓN,NEGRO,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1aPoUjG2P_0Mq_AM5lBzgxlD4K4ohmP8L&usp=drive_copy
1188,61W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1CVOMXxlJal3gWtd2ywAO6b21KuXGlYji&usp=drive_copy
1189,62W,PANTALÓN,NEGRO,LEVIS,S/I,MEZCLILLA,https://drive.google.com/open?id=1Hpf_bHTm4wWDUrSakmqWrJlIj4jwl_9X&usp=drive_copy
1190,63W,PANTALÓN,NEGRO,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1_lIfObcjoeqwZ2-VqIMEGNoqMGgAZck2&usp=drive_copy
1191,64W,PANTALÓN,NEGRO,CUIDADO CON EL PERRO,S/I,MEZCLILLA,https://drive.google.com/open?id=1-Tk8aBqNTxNY5MXbfTFiOUUAHBgQcacO&usp=drive_copy
1192,65W,PANTALÓN,NEGRO,S/I,S/I,GABARDINA,https://drive.google.com/open?id=1M7jLXugguoFWvMteOCz3y8r3NxFkhcxx&usp=drive_copy
1193,66W,PANTALÓN,NEGRO,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1DVrzzucoQHh_poRC3Z5i-VF9AyewKIH7&usp=drive_copy
1194,67W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1h4BFOLCx-IBhFwk7hjdkmoE99yBBjLPU&usp=drive_copy
1195,68W,PANTALÓN,NEGRO,CUIDADO CON EL PERRO,S/I,MEZCLILLA,https://drive.google.com/open?id=1ODRGx_ZYOiHMoOsZ6Z812LdNOozN0a1g&usp=drive_copy
1196,69W,PANTALÓN,NEGRO,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1hxG-oEn3zM73xTKDlG_OSHGcsYZmIW3M&usp=drive_copy
1197,70W,PANTALÓN,NEGRO,S/I,S/I,PANS,https://drive.google.com/open?id=1kOapzTUa_K2EeSq0pM1Lsbmcc-z7z_ZD&usp=drive_copy
1198,71W,PANTALÓN,NEGRO,ALTO MANDO ,S/I,MEZCLILLA,https://drive.google.com/open?id=1shPLR1olZ6qNwFqIs864CQnuygfDtUgw&usp=drive_copy
1199,72W,PANTALÓN,NEGRO,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1ucQz-tp-xl2N2AkRM79RTbmERvkjhqD9&usp=drive_copy
1200,73W,PANTALÓN,NEGRO,REPTIL,S/I,MEZCLILLA,https://drive.google.com/open?id=1BXkBEEKCzsV_L4dCR_HTW5rvdyGflkb8&usp=drive_copy
1201,74W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1c-371BuG8LKsVd7XUSYeoZiwFcD_GOEn&usp=drive_copy
1202,75W,PANTALÓN,GRIS,ADIDAS,S/I,PANS,https://drive.google.com/open?id=1f4IMsXOp7oeZIhh8qgB5crlHD3JDhhGG&usp=drive_copy
1203,76W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1WOOsVjZ7FgIJ5mXHRNRzRRXP1nobG3Hv&usp=drive_copy
1204,77W,PANTALÓN,NEGRO,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1M8xYAzPpwKhkx_cTaxQxpHatqO4Gfs_h&usp=drive_copy
1205,78W,PANTALÓN,NEGRO,ALTO MANDO ,S/I,MEZCLILLA,https://drive.google.com/open?id=19yM-HgDPxzf8AKFFe4GcZxbfUhIMEFXe&usp=drive_copy
1206,79W,PANTALÓN,NEGRO,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1ItYLnKyzIWB-_T6sUMgf1KscMdbzQWN2&usp=drive_copy
1207,80W,PANTALÓN,NEGRO,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1ai6AXpjCD8-bIVHq0_m4uJ0wc1XvU6qk&usp=drive_copy
1208,81W,PANTALÓN,AZUL,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1u9tOUiDDxVjrzO7gaIMUg24uVjo0yYxD&usp=drive_copy
1209,82W,PANTALÓN,NEGRO,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1dG3GjElACKT095RnOMwHQ0KrMEFXoqe8&usp=drive_copy
1210,83W,PANTALÓN,NEGRO,S/I,S/I,MEZCLILLA,https://drive.google.com/open?id=1fgx02x9_IFX4-YLS_5fprdzFArd-KQUy&usp=drive_copy
1211,1X,BUFANDA,NEGRA,S/I,N/A,SIN OBSERVACIONES,https://drive.google.com/open?id=1BJBz4kiHpoEN09xC-5hsFdWJxfZClMVA&usp=drive_copy
1212,2X,SUDADERA,VERDE,GAP,S/I,SIN OBSERVACIONES,https://drive.google.com/open?id=1hNG9TDuebqBim2mVguY_3hD94reGaZRw&usp=drive_copy
1213,3X,SUDADERA,NEGRA,S/I,S/I,SIN OBSERVACIONES,https://drive.google.com/open?id=1znNolnKqaQIeF3gyTDJsMnhJYg2iH7HI&usp=drive_copy
1214,4X,CHAMARRA,NEGRA,KICOSS,S/I,SIN OBSERVACIONES,https://drive.google.com/open?id=1z965WAJJ2buArKOScK9Byd_jc8UAeLRX&usp=drive_copy
1215,5X,SUDADERA,NEGRA,S/I,S/I,SIN OBSERVACIONES,https://drive.google.com/open?id=11EhspUsy2rPiPULamhEZyTyAEDIn-_B2&usp=drive_copy
1216,6X,SUDADERA,NEGRA,LICA,S/I,SIN OBSERVACIONES,https://drive.google.com/open?id=1AqsIzI4nKMDIpXTy_fAp9lZj3Rez-QU2&usp=drive_copy
1217,7X,CHAMARRA,NEGRA,UNDER ARMOUR,S/I,SIN OBSERVACIONES,https://drive.google.com/open?id=1G_3CsJl66Q4QergQLasHeV1CtDP6curr&usp=drive_copy
1218,8X,CHAMARRA,NEGRA CON ROJO,NASA,S/I,SIN OBSERVACIONES,https://drive.google.com/open?id=1ODDEsyY7xcpzYEQwFPSQEMf5BplQhtd8&usp=drive_copy
1219,9X,CHALECO,NEGRO,S/I,S/I,SIN OBSERVACIONES,https://drive.google.com/open?id=1-wiS37B_aodsXndMF5JdhoOdBxSglO5k&usp=drive_copy
1220,10X,CHAMARRA,NEGRA,S/I,S/I,SIN OBSERVACIONES,https://drive.google.com/open?id=1jxo3PuJDRTyYFqv51Dp6k23qt6jP84_-&usp=drive_copy
1221,11X,SUDADERA,AMARILLA,S/I,M,ESTAMPADO MICHIGAN,https://drive.google.com/open?id=13LE9St5KpzcR3uOMCeUF6FI5JLfPSXnj&usp=drive_copy
1222,12X,SUDADERA,NEGRA,CHAMPION,S/I,SIN OBSERVACIONES,https://drive.google.com/open?id=13k0URws5FzHbYbFiIGtz49gRjU_8CK6m&usp=drive_copy
1223,13X,CHAMARRA,AZUL,S/I,S/I,SIN OBSERVACIONES,https://drive.google.com/open?id=1kHpEAKjX-nO51dW6jy7P6lmQjz3QOZie&usp=drive_copy
1224,14X,SUDADERA,NEGRA,S/I,S/I,ESTAMPADO OSO,https://drive.google.com/open?id=1a5EfkMq0fAGufVF9vprm14H04gTpbRg8&usp=drive_copy
1225,15X,SUDADERA,NEGRA,CHAMPION,S/I,SIN OBSERVACIONES,https://drive.google.com/open?id=1-FZWrl0NccMX_m1WJKZO1220JBKz5P-T&usp=drive_copy
1226,16X,SUDADERA,NEGRA,NIKE,S/I,LINEAS CON COLORES,https://drive.google.com/open?id=1OiDdoG0_OHGrFWxKl8LSmMJXddStzj0F&usp=drive_copy
1227,17X,CHAMARRA,CAFÉ,S/I,S/I,SIN OBSERVACIONES,https://drive.google.com/open?id=1CEd6bNlPu3dwhnV8lw-4vFRi0_hgf_vV&usp=drive_copy
1228,18X,CHAMARRA,NEGRA-ROJA-BLACA,S/I,S/I,LÍNEAS ROJAS Y BLANCAS,https://drive.google.com/open?id=1avcvC3a3W8lfEmJfJ13qZEyN6voKwTmV&usp=drive_copy
1229,19X,CHAMARRA,NEGRA,S/I,S/I,SIN OBSERVACIONES,https://drive.google.com/open?id=1TgAUyPvIlGqBu2DOtALsu66jlI1Oqwf-&usp=drive_copy
1230,1-2Y,GUANTES,NEGROS,RAOZ,S/I,SIN OBSERVACIONES,https://drive.google.com/open?id=1NcfS69k_6MTeZxSw_mdfpG-H7UrGxH3D&usp=drive_copy
1231,1Z,PLAYERA,BLANCA,S/I,S/I,LETRAS NEGRAS,https://drive.google.com/open?id=1Z-Ii52s4Sn0y2fC--MX-yLwyMv_QJblQ&usp=drive_copy
1232,2Z,PLAYERA,BLANCA,NIKE,S/I,LOGO AL FRENTE,https://drive.google.com/open?id=1BudYkeRzz-Mu2-_vVpd-NoD893Ukj8ZJ&usp=drive_copy
1233,3Z,PLAYERA,NEGRA,S/I,S/I,SIN OBSERVACIONES,https://drive.google.com/open?id=1dlQgtimrHlCeUVKOBMtBP0y_0-joVwLe&usp=drive_copy
1234,5Z,PLAYERA,NEGRA,S/I,S/I,SIN OBSERVACIONES,https://drive.google.com/open?id=1it3sCSEogKWi54QPgrRKjcppNZ5tmT4B&usp=drive_copy
1235,6Z,PLAYERA,AZUL,FOX,S/I,ESTAMPADO NARANJA,https://drive.google.com/open?id=1oIOblWvguQQ6hxQxnJqwDhxZP5qqZ_aM&usp=drive_copy
1236,7Z,PLAYERA,BLANCA,S/I,S/I,EQUIPO FÚTBOL,https://drive.google.com/open?id=1bDU9fa4BLSsEiTA-9PL2xuJJmtfALm5Q&usp=drive_copy
1237,8Z,PLAYERA,AZUL,S/I,S/I,NÚMERO 10,https://drive.google.com/open?id=1YrWZ1TO0-YWzEAyHiFsFhPpf71mWGIMC&usp=drive_copy
1238,9Z,PLAYERA,NEGRA,S/I,S/I,POLO,https://drive.google.com/open?id=1q41hUatYUDNijfrPO0iXMEQYbVBc5aMQ&usp=drive_copy
1239,10Z,PLAYERA,AZUL,S/I,S/I,ESTAMPADO ANIMALES,https://drive.google.com/open?id=1WYuWoSZI4H7-PWZXijxPzu-3BC3Qw0d5&usp=drive_copy
1240,11Z,PLAYERA,GRIS,S/I,S/I,MANGA LARGA,https://drive.google.com/open?id=1dtKqLgkwCH9R-kW9IL8Jw5aNxrVHgfl1&usp=drive_copy
1241,12Z,PLAYERA,GRIS,PENGUIN,S/I,POLO,https://drive.google.com/open?id=1dxwBfrZgBfYz3UI7K__qznN3adhxlyUO&usp=drive_copy
1242,13Z,PLAYERA,NEGRA,S/I,S/I,SIN OBSERVACIONES,https://drive.google.com/open?id=1eqfXHEPGvlhDRCG7BBuUwXdBKeUrngRo&usp=drive_copy
1243,14Z,PLAYERA,NEGRA,S/I,S/I,TRIÁNGULO,https://drive.google.com/open?id=1cYa-J7VRibBH_EqRFokiFigVj3dt5LhR&usp=drive_copy
